MTDID;IMG_original;IMG_cleaned;MIDI_EDM;WAV_MTD;WAV_WCM;BMID;EDMID;ComposerID;ComposerBirth;ComposerDeath;WorkID;PerformanceID;CollectionID;MusicBrainzID;LabelID;WCMID;WorkTitle;ThemeLabelBM;ThemeInstruments;WorkInstruments;Ensemble;Polyphony;NameCD;NameTrack;StartTime;EndTime;MidiTransposition;Comment1;Comment2;Comment3
2231;MTD2231_Chopin_Op050-03.jpg;MTD2231_Chopin_Op050-03.jpg;MTD2231_Chopin_Op050-03.mid;MTD2231_Chopin_Op050-03.wav;Chopin_Op050-03_Groot_BC-WCM10960.wav;C244;9234;Chopin;1810;1849;Op050-03;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10960;;;Piano;Piano;Solo;Monophon+Polyphon;008;Track09;00:00.3;00:08;0;OctaveError;;
2232;MTD2232_Chopin_Op050-03.jpg;MTD2232_Chopin_Op050-03.jpg;MTD2232_Chopin_Op050-03.mid;MTD2232_Chopin_Op050-03.wav;Chopin_Op050-03_Groot_BC-WCM10960.wav;C245;9235;Chopin;1810;1849;Op050-03;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10960;;;Piano;Piano;Solo;Homophon;008;Track09;01:28.1;01:35.3;-12;OctaveError;;
2233;MTD2233_Chopin_Op059-01.jpg;MTD2233_Chopin_Op059-01.jpg;MTD2233_Chopin_Op059-01.mid;MTD2233_Chopin_Op059-01.wav;Chopin_Op059-01_Groot_BC-WCM10964.wav;C246;9236;Chopin;1810;1849;Op059-01;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10964;;;Piano;Piano;Solo;Monophon+Homophon;008;Track13;00:00.2;00:06;-12;OctaveError;;
2234;MTD2234_Chopin_Op059-03.jpg;MTD2234_Chopin_Op059-03.jpg;MTD2234_Chopin_Op059-03.mid;MTD2234_Chopin_Op059-03.wav;Chopin_Op059-03_Groot_BC-WCM10966.wav;C247;9237;Chopin;1810;1849;Op059-03;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10966;;;Piano;Piano;Solo;Homophon;008;Track15;00:00.3;00:05;-12;OctaveError;;
2235;MTD2235_Chopin_Op063-01.jpg;MTD2235_Chopin_Op063-01.jpg;MTD2235_Chopin_Op063-01.mid;MTD2235_Chopin_Op063-01.wav;Chopin_Op063-01_Groot_BC-WCM10967.wav;C248;9238;Chopin;1810;1849;Op063-01;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10967;;;Piano;Piano;Solo;Homophon;008;Track16;00:00.3;00:06;-12;OctaveError;;
2236;MTD2236_Chopin_Op063-03.jpg;MTD2236_Chopin_Op063-03.jpg;MTD2236_Chopin_Op063-03.mid;MTD2236_Chopin_Op063-03.wav;Chopin_Op063-03_Groot_BC-WCM10969.wav;C249;9239;Chopin;1810;1849;Op063-03;Groot;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10969;Mazurka;;Piano;Piano;Solo;Homophon;008;Track18;00:00.3;00:07;-12;;;
2237;MTD2237_Chopin_Op067-01.jpg;MTD2237_Chopin_Op067-01.jpg;MTD2237_Chopin_Op067-01.mid;MTD2237_Chopin_Op067-01.wav;Chopin_Op067-01_Mika_BC-WCM11021.wav;C250;9240;Chopin;1810;1849;Op067-01;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11021;;;Piano;Piano;Solo;Homophon;013;Track02;00:05;00:10.5;-12;OctaveError;;
2238;MTD2238_Chopin_Op067-02.jpg;MTD2238_Chopin_Op067-02.jpg;MTD2238_Chopin_Op067-02.mid;MTD2238_Chopin_Op067-02.wav;Chopin_Op067-02_Mika_BC-WCM11022.wav;C251;9241;Chopin;1810;1849;Op067-02;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11022;;;Piano;Piano;Solo;Homophon;013;Track03;00:00.2;00:08;-12;OctaveError;;
2239;MTD2239_Chopin_Op067-03.jpg;MTD2239_Chopin_Op067-03.jpg;MTD2239_Chopin_Op067-03.mid;MTD2239_Chopin_Op067-03.wav;Chopin_Op067-03_Mika_BC-WCM11023.wav;C252;9242;Chopin;1810;1849;Op067-03;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11023;;;Piano;Piano;Solo;Homophon;013;Track04;00:00;00:08;-12;OctaveError;;
2240;MTD2240_Chopin_Op067-04.jpg;MTD2240_Chopin_Op067-04.jpg;MTD2240_Chopin_Op067-04.mid;MTD2240_Chopin_Op067-04.wav;Chopin_Op067-04_Mika_BC-WCM11024.wav;C253;9243;Chopin;1810;1849;Op067-04;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11024;;;Piano;Piano;Solo;Homophon;013;Track05;00:00.1;00:08;-12;OctaveError;;
2241;MTD2241_Chopin_Op068-02.jpg;MTD2241_Chopin_Op068-02.jpg;MTD2241_Chopin_Op068-02.mid;MTD2241_Chopin_Op068-02.wav;Chopin_Op068-02_Mika_BC-WCM11026.wav;C254;9244;Chopin;1810;1849;Op068-02;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11026;;;Piano;Piano;Solo;Homophon;013;Track07;00:00.1;00:08;-12;OctaveError;;
2242;MTD2242_Chopin_Op068-02.jpg;MTD2242_Chopin_Op068-02.jpg;MTD2242_Chopin_Op068-02.mid;MTD2242_Chopin_Op068-02.wav;Chopin_Op068-02_Mika_BC-WCM11026.wav;C255;9245;Chopin;1810;1849;Op068-02;Mika;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11026;;;Piano;Piano;Solo;Homophon;013;Track07;01:29.4;01:35.3;-12;OctaveError;;
2243;MTD2243_Chopin_Op009-01.jpg;MTD2243_Chopin_Op009-01.jpg;MTD2243_Chopin_Op009-01.mid;MTD2243_Chopin_Op009-01.wav;Chopin_Op009-01_Harasiewicz_BC-WCM10881.wav;C256;9246;Chopin;1810;1849;Op009-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10881;;;Piano;Piano;Solo;Homophon;003;Track01;00:02;00:09.9;-12;OctaveError;;
2244;MTD2244_Chopin_Op009-01.jpg;MTD2244_Chopin_Op009-01.jpg;MTD2244_Chopin_Op009-01.mid;MTD2244_Chopin_Op009-01.wav;Chopin_Op009-01_Harasiewicz_BC-WCM10881.wav;C257;9247;Chopin;1810;1849;Op009-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10881;;;Piano;Piano;Solo;Homophon;003;Track01;01:18.9;01:25;-12;OctaveError;;
2245;MTD2245_Chopin_Op009-02.jpg;MTD2245_Chopin_Op009-02.jpg;MTD2245_Chopin_Op009-02.mid;MTD2245_Chopin_Op009-02.wav;Chopin_Op009-02_Harasiewicz_BC-WCM10882.wav;C258;9248;Chopin;1810;1849;Op009-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10882;;;Piano;Piano;Solo;Homophon;003;Track02;00:02;00:16;-12;MidiErr,OctaveError;;
2246;MTD2246_Chopin_Op009-03.jpg;MTD2246_Chopin_Op009-03.jpg;MTD2246_Chopin_Op009-03.mid;MTD2246_Chopin_Op009-03.wav;Chopin_Op009-03_Harasiewicz_BC-WCM10883.wav;C259;9249;Chopin;1810;1849;Op009-03;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10883;;;Piano;Piano;Solo;Homophon;003;Track03;00:01.4;00:05.8;0;MidiErr,OctaveError;wrong notes;
2247;MTD2247_Chopin_Op015-01.jpg;MTD2247_Chopin_Op015-01.jpg;MTD2247_Chopin_Op015-01.mid;MTD2247_Chopin_Op015-01.wav;Chopin_Op015-01_Harasiewicz_BC-WCM10884.wav;C260;9250;Chopin;1810;1849;Op015-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10884;;;Piano;Piano;Solo;Homophon;003;Track04;00:01.3;00:14.7;-12;OctaveError;;
2248;MTD2248_Chopin_Op015-02.jpg;MTD2248_Chopin_Op015-02.jpg;MTD2248_Chopin_Op015-02.mid;MTD2248_Chopin_Op015-02.wav;Chopin_Op015-02_Harasiewicz_BC-WCM10885.wav;C261;9251;Chopin;1810;1849;Op015-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10885;;;Piano;Piano;Solo;Homophon;003;Track05;00:01;00:08;-12;OctaveError;;
2249;MTD2249_Chopin_Op015-03.jpg;MTD2249_Chopin_Op015-03.jpg;MTD2249_Chopin_Op015-03.mid;MTD2249_Chopin_Op015-03.wav;Chopin_Op015-03_Harasiewicz_BC-WCM10886.wav;C262;9252;Chopin;1810;1849;Op015-03;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10886;;;Piano;Piano;Solo;Homophon;003;Track06;00:01.1;00:10;-12;OctaveError;;
2250;MTD2250_Chopin_Op027-01.jpg;MTD2250_Chopin_Op027-01.jpg;MTD2250_Chopin_Op027-01.mid;MTD2250_Chopin_Op027-01.wav;Chopin_Op027-01_Harasiewicz_BC-WCM10887.wav;C263;9253;Chopin;1810;1849;Op027-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10887;;;Piano;Piano;Solo;Homophon;003;Track07;00:10;00:22;-12;OctaveError;;
2251;MTD2251_Chopin_Op027-02.jpg;MTD2251_Chopin_Op027-02.jpg;MTD2251_Chopin_Op027-02.mid;MTD2251_Chopin_Op027-02.wav;Chopin_Op027-02_Harasiewicz_BC-WCM10888.wav;C264;9254;Chopin;1810;1849;Op027-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10888;;;Piano;Piano;Solo;Homophon;003;Track08;00:06;00:19;-12;OctaveError;;
2252;MTD2252_Chopin_Op032-01.jpg;MTD2252_Chopin_Op032-01.jpg;MTD2252_Chopin_Op032-01.mid;MTD2252_Chopin_Op032-01.wav;Chopin_Op032-01_Harasiewicz_BC-WCM10889.wav;C265;9255;Chopin;1810;1849;Op032-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10889;;;Piano;Piano;Solo;Homophon;003;Track09;00:01;00:07.7;-12;OctaveError;;
2253;MTD2253_Chopin_Op032-02.jpg;MTD2253_Chopin_Op032-02.jpg;MTD2253_Chopin_Op032-02.mid;MTD2253_Chopin_Op032-02.wav;Chopin_Op032-02_Harasiewicz_BC-WCM10890.wav;C266;9256;Chopin;1810;1849;Op032-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10890;;;Piano;Piano;Solo;Homophon;004;Track01;00:14.2;00:22.6;-12;OctaveError;;
2254;MTD2254_Chopin_Op037-01.jpg;MTD2254_Chopin_Op037-01.jpg;MTD2254_Chopin_Op037-01.mid;MTD2254_Chopin_Op037-01.wav;Chopin_Op037-01_Harasiewicz_BC-WCM10891.wav;C267;9257;Chopin;1810;1849;Op037-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10891;;;Piano;Piano;Solo;Homophon;004;Track02;00:02;00:08.8;-12;OctaveError;;
2255-1;MTD2255-1_Chopin_Op037-02.jpg;MTD2255-1_Chopin_Op037-02.jpg;MTD2255-1_Chopin_Op037-02.mid;MTD2255-1_Chopin_Op037-02.wav;Chopin_Op037-02_Harasiewicz_BC-WCM10892.wav;C268;9258;Chopin;1810;1849;Op037-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10892;;;Piano;Piano;Solo;Polyphon;004;Track03;00:02;00:05;-12;MidiPart, MidiNumberCorrected,OctaveError;;
2255-2;MTD2255-2_Chopin_Op037-02.jpg;MTD2255-2_Chopin_Op037-02.jpg;MTD2255-2_Chopin_Op037-02.mid;MTD2255-2_Chopin_Op037-02.wav;Chopin_Op037-02_Harasiewicz_BC-WCM10892.wav;C268;9259;Chopin;1810;1849;Op037-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10892;;;Piano;Piano;Solo;Homophon;004;Track03;01:07.2;01:14;-12;MidiPart, MidiNumberCorrected,OctaveError;;
2256;MTD2256_Chopin_Op048-01.jpg;MTD2256_Chopin_Op048-01.jpg;MTD2256_Chopin_Op048-01.mid;MTD2256_Chopin_Op048-01.wav;Chopin_Op048-01_Harasiewicz_BC-WCM10893.wav;C269;9260;Chopin;1810;1849;Op048-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10893;;;Piano;Piano;Solo;Homophon;004;Track04;00:01;00:14.6;-12;OctaveError;;
2257;MTD2257_Chopin_Op048-01.jpg;MTD2257_Chopin_Op048-01.jpg;MTD2257_Chopin_Op048-01.mid;MTD2257_Chopin_Op048-01.wav;Chopin_Op048-01_Harasiewicz_BC-WCM10893.wav;C270;9261;Chopin;1810;1849;Op048-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10893;;;Piano;Piano;Solo;Homophon;004;Track04;01:42;01:56;-12;OctaveError;;
2258;MTD2258_Chopin_Op048-02.jpg;MTD2258_Chopin_Op048-02.jpg;MTD2258_Chopin_Op048-02.mid;MTD2258_Chopin_Op048-02.wav;Chopin_Op048-02_Harasiewicz_BC-WCM10894.wav;C271;9262;Chopin;1810;1849;Op048-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10894;;;Piano;Piano;Solo;Homophon;004;Track05;00:08.3;00:12.7;-12;OctaveError;;
2259;MTD2259_Chopin_Op055-01.jpg;MTD2259_Chopin_Op055-01.jpg;MTD2259_Chopin_Op055-01.mid;MTD2259_Chopin_Op055-01.wav;Chopin_Op055-01_Harasiewicz_BC-WCM10895.wav;C272;9263;Chopin;1810;1849;Op055-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10895;;;Piano;Piano;Solo;Homophon;004;Track06;00:02;00:08;-12;OctaveError;;
2260;MTD2260_Chopin_Op055-02.jpg;MTD2260_Chopin_Op055-02.jpg;MTD2260_Chopin_Op055-02.mid;MTD2260_Chopin_Op055-02.wav;Chopin_Op055-02_Harasiewicz_BC-WCM10896.wav;C273;9264;Chopin;1810;1849;Op055-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10896;;;Piano;Piano;Solo;Polyphon;004;Track07;00:02;00:10.7;-12;OctaveError;;
2261;MTD2261_Chopin_Op062-01.jpg;MTD2261_Chopin_Op062-01.jpg;MTD2261_Chopin_Op062-01.mid;MTD2261_Chopin_Op062-01.wav;Chopin_Op062-01_Harasiewicz_BC-WCM10897.wav;C274;9265;Chopin;1810;1849;Op062-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10897;;;Piano;Piano;Solo;Polyphon;004;Track08;00:10;00:16.3;-12;OctaveError;;
2262;MTD2262_Chopin_Op062-02.jpg;MTD2262_Chopin_Op062-02.jpg;MTD2262_Chopin_Op062-02.mid;MTD2262_Chopin_Op062-02.wav;Chopin_Op062-02_Harasiewicz_BC-WCM10898.wav;C275;9266;Chopin;1810;1849;Op062-02;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10898;;;Piano;Piano;Solo;Homophon;004;Track09;00:01.4;00:12;-12;OctaveError;;
2263;MTD2263_Chopin_Op072-01.jpg;MTD2263_Chopin_Op072-01.jpg;MTD2263_Chopin_Op072-01.mid;MTD2263_Chopin_Op072-01.wav;Chopin_Op072-01_Harasiewicz_BC-WCM10899.wav;C276;9267;Chopin;1810;1849;Op072-01;Harasiewicz;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10899;;;Piano;Piano;Solo;Polyphon;004;Track10;00:07;00:23;-12;OctaveError;;
2271;MTD2271_Chopin_Op053.jpg;MTD2271_Chopin_Op053.jpg;MTD2271_Chopin_Op053.mid;MTD2271_Chopin_Op053.wav;Chopin_Op053_Nauta_BC-WCM10977.wav;C284;9275;Chopin;1810;1849;Op053;Nauta;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10977;Polonaise;;Piano;Piano;Solo;Polyphon;009;Track07;00:31.1;00:39.4;-12;MidiErr,OctaveError;missing grace notes;
2272;MTD2272_Chopin_Op053.jpg;MTD2272_Chopin_Op053.jpg;MTD2272_Chopin_Op053.mid;MTD2272_Chopin_Op053.wav;Chopin_Op053_Nauta_BC-WCM10977.wav;C285;9276;Chopin;1810;1849;Op053;Nauta;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10977;Polonaise;;Piano;Piano;Solo;Polyphon;009;Track07;03:19;03:26.1;-12;OctaveError;;
2276;MTD2276_Chopin_Op028-04.jpg;MTD2276_Chopin_Op028-04.jpg;MTD2276_Chopin_Op028-04.mid;MTD2276_Chopin_Op028-04.wav;Chopin_Op028-04_Davidovich_BC-WCM11074.wav;C289;9280;Chopin;1810;1849;Op028-04;Davidovich;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11074;Prelude;;Piano;Piano;Solo;Homophon;016;Track04;00:00.7;00:44.4;-12;OctaveError;;
2287;MTD2287_Chopin_Op028-15.jpg;MTD2287_Chopin_Op028-15.jpg;MTD2287_Chopin_Op028-15.mid;MTD2287_Chopin_Op028-15.wav;Chopin_Op028-15_Davidovich_BC-WCM11085.wav;C300;9291;Chopin;1810;1849;Op028-15;Davidovich;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11085;Prelude,Raindrop;1st Theme;Piano;Piano;Solo;Homophon;016;Track15;00:01.3;00:18.5;-12;OctaveError;;
2288;MTD2288_Chopin_Op028-15.jpg;MTD2288_Chopin_Op028-15.jpg;MTD2288_Chopin_Op028-15.mid;MTD2288_Chopin_Op028-15.wav;Chopin_Op028-15_Davidovich_BC-WCM11085.wav;C301;9292;Chopin;1810;1849;Op028-15;Davidovich;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;11085;Prelude,Raindrop;2nd Theme;Piano;Piano;Solo;Homophon;016;Track15;02:57;03:19.7;0;;;
2331;MTD2331_Chopin_Op034-02.jpg;MTD2331_Chopin_Op034-02.jpg;MTD2331_Chopin_Op034-02.mid;MTD2331_Chopin_Op034-02.wav;Chopin_Op034-02_Kocsis_BC-WCM10912.wav;C343;9336;Chopin;1810;1849;Op034-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10912;Waltzer;;Piano;Piano;Solo;Homophon;006;Track03;00:00;00:10.8;-12;OctaveError;A;
2332-1;MTD2332-1_Chopin_Op034-02.jpg;MTD2332-1_Chopin_Op034-02.jpg;MTD2332-1_Chopin_Op034-02.mid;MTD2332-1_Chopin_Op034-02.wav;Chopin_Op034-02_Kocsis_BC-WCM10912.wav;C344;9337;Chopin;1810;1849;Op034-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10912;Waltzer;;Piano;Piano;Solo;Homophon;006;Track03;00:31;00:37;-12;MidiPart, MidiNumberCorrected, MidiErr,OctaveError;B, C, double sharp;
2332-2;MTD2332-2_Chopin_Op034-02.jpg;MTD2332-2_Chopin_Op034-02.jpg;MTD2332-2_Chopin_Op034-02.mid;MTD2332-2_Chopin_Op034-02.wav;Chopin_Op034-02_Kocsis_BC-WCM10912.wav;C344;9338;Chopin;1810;1849;Op034-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10912;Waltzer;;Piano;Piano;Solo;Homophon;006;Track03;02:56.1;03:01;-12;MidiPart, MidiNumberCorrected, MidiErr,OctaveError;B, C, double sharp;
2337;MTD2337_Chopin_Op064-02.jpg;MTD2337_Chopin_Op064-02.jpg;MTD2337_Chopin_Op064-02.mid;MTD2337_Chopin_Op064-02.wav;Chopin_Op064-02_Kocsis_BC-WCM10916.wav;C349;9343;Chopin;1810;1849;Op064-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10916;;;Piano;Piano;Solo;Homophon;006;Track07;00:01.6;00:05.4;-12;MidiNumberCorrected,OctaveError;;
2338-1;MTD2338-1_Chopin_Op064-02.jpg;MTD2338-1_Chopin_Op064-02.jpg;MTD2338-1_Chopin_Op064-02.mid;MTD2338-1_Chopin_Op064-02.wav;Chopin_Op064-02_Kocsis_BC-WCM10916.wav;C350;9344;Chopin;1810;1849;Op064-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10916;;;Piano;Piano;Solo;Homophon;006;Track07;00:36;00:38.5;-12;MidiPart,MidiNumberCorrected,OctaveError;;
2338-2;MTD2338-2_Chopin_Op064-02.jpg;MTD2338-2_Chopin_Op064-02.jpg;MTD2338-2_Chopin_Op064-02.mid;MTD2338-2_Chopin_Op064-02.wav;Chopin_Op064-02_Kocsis_BC-WCM10916.wav;C350;9345;Chopin;1810;1849;Op064-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10916;;;Piano;Piano;Solo;Homophon;006;Track07;00:58;01:03.4;-12;MidiPart,MidiNumberCorrected,OctaveError;;
2343;MTD2343_Chopin_Op070-01.jpg;MTD2343_Chopin_Op070-01.jpg;MTD2343_Chopin_Op070-01.mid;MTD2343_Chopin_Op070-01.wav;Chopin_Op070-01_Kocsis_BC-WCM10920.wav;C355;9351;Chopin;1810;1849;Op070-01;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10920;;;Piano;Piano;Solo;Homophon;006;Track11;00:00.1;00:03;-12;OctaveError;;
2344;MTD2344_Chopin_Op070-01.jpg;MTD2344_Chopin_Op070-01.jpg;MTD2344_Chopin_Op070-01.mid;MTD2344_Chopin_Op070-01.wav;Chopin_Op070-01_Kocsis_BC-WCM10920.wav;C356;9352;Chopin;1810;1849;Op070-01;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10920;;;Piano;Piano;Solo;Homophon;006;Track11;00:34;00:38.2;-12;OctaveError;;
2345;MTD2345_Chopin_Op070-02.jpg;MTD2345_Chopin_Op070-02.jpg;MTD2345_Chopin_Op070-02.mid;MTD2345_Chopin_Op070-02.wav;Chopin_Op070-02_Kocsis_BC-WCM10921.wav;C357;9353;Chopin;1810;1849;Op070-02;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10921;;;Piano;Piano;Solo;Homophon;006;Track12;00:00;00:04.7;-12;OctaveError;;
2346;MTD2346_Chopin_Op070-03.jpg;MTD2346_Chopin_Op070-03.jpg;MTD2346_Chopin_Op070-03.mid;MTD2346_Chopin_Op070-03.wav;Chopin_Op070-03_Kocsis_BC-WCM10922.wav;C358;9354;Chopin;1810;1849;Op070-03;Kocsis;Composer/Chopin_CompleteWorks_BC;7c606997-4625-4afb-ba17-3e26848994e7;BC;10922;;;Piano;Piano;Solo;Homophon;006;Track13;00:00.1;00:05.8;-12;OctaveError;;
2367;MTD2367_Coleridge_Op079-01.jpg;MTD2367_Coleridge_Op079-01.jpg;MTD2367_Coleridge_Op079-01.mid;MTD2367_Coleridge_Op079-01.wav;Coleridge_Op79-01_Sargent_HERITAGE-WCM65642.wav;C387;9375;Coleridge;1875;1912;Op079-01;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65642;Othello;1st. Mvt. - Dance - 1st. Theme;Orchestra;Orchestra;Orchestra;Homophon;001;Track10;00:14.4;00:20.1;-1;;;
2368;MTD2368_Coleridge_Op079-01.jpg;MTD2368_Coleridge_Op079-01.jpg;MTD2368_Coleridge_Op079-01.mid;MTD2368_Coleridge_Op079-01.wav;Coleridge_Op79-01_Sargent_HERITAGE-WCM65642.wav;C388;9376;Coleridge;1875;1912;Op079-01;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65642;Othello;1st. Mvt. - 2nd. Theme;Orchestra;Orchestra;Orchestra;Homophon;001;Track10;00:58.0;01:03.5;-1;;;
2369;MTD2369_Coleridge_Op079-02.jpg;MTD2369_Coleridge_Op079-02.jpg;MTD2369_Coleridge_Op079-02.mid;MTD2369_Coleridge_Op079-02.wav;Coleridge_Op79-02_Sargent_HERITAGE-WCM65643.wav;C389;9377;Coleridge;1875;1912;Op079-02;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65643;Othello;2nd. Mvt. - Children's Intermezzo - 1st. Theme;Clarinet;Orchestra;Orchestra;Homophon;001;Track11;00:04.4;00:16.4;-1;;;
2370;MTD2370_Coleridge_Op079-02.jpg;MTD2370_Coleridge_Op079-02.jpg;MTD2370_Coleridge_Op079-02.mid;MTD2370_Coleridge_Op079-02.wav;Coleridge_Op79-02_Sargent_HERITAGE-WCM65643.wav;C390;9378;Coleridge;1875;1912;Op079-02;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65643;Othello;2nd. Mvt. - 2nd. Theme;Orchestra;Orchestra;Orchestra;Homophon;001;Track11;01:12.9;01:21.1;-1;;;
2371;MTD2371_Coleridge_Op079⁻03.jpg;MTD2371_Coleridge_Op079⁻03.jpg;MTD2371_Coleridge_Op079-03.mid;MTD2371_Coleridge_Op079-03.wav;Coleridge_Op79-03_Sargent_HERITAGE-WCM65644.wav;C391;9379;Coleridge;1875;1912;Op079-03;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65644;Othello;3rd. Mvt. - Funeral March - 1st. Theme;Orchestra;Orchestra;Orchestra;Homophon;001;Track12;00:07.5;00:21.0;-1;;;
2372;MTD2372_Coleridge_Op079⁻03.jpg;MTD2372_Coleridge_Op079⁻03.jpg;MTD2372_Coleridge_Op079-03.mid;MTD2372_Coleridge_Op079-03.wav;Coleridge_Op79-03_Sargent_HERITAGE-WCM65644.wav;C392;9380;Coleridge;1875;1912;Op079-03;Sargent;Composer/Coleridge_MusicOfSCT_HERITAGE;f5f8e993-6c37-454c-a524-b8e679e0b75c;HERITAGE;65644;Othello;3rd. Mvt. - 2nd. Theme;Orchestra;Orchestra;Orchestra;Homophon;001;Track12;01:15.4;01:36.5;-1;;;
